,title_clean,img_count,has_form,has_login_form,has_js,js_include_b64,nb_tokens,text_clean,classification,nb_title_entities,nb_text_entities,bank_of_america,wells_fargo,citibank,apple,microsoft,amazon,google,facebook,dhl,youtube,whatsapp,linkedin,twitter
2468,adobe document cloud,3,1,1,1,0,33,adobe document cloud adobe document cloud adobe user version adobe pdf reader out-dated open document view file adobe cloud please click view document online ... user authentication required ..... please confirm owner account,malicious,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,"insurance , banking , investment & retirement | usaa",2,1,1,1,0,40,warning simplexml load file   www.geoplugin.net/xml.gp ip=54.70.53.60 function.simplexml-load-file failed open stream  request failed /1.1 403 forbidden /home/wsiteslo/public html/administrator/usaa/donketyru/snnimoou/vets/phish.php line 9 warning simplexml load file function.simplexml-load-file i/o warning failed load external entity ``   www.geoplugin.net/xml.gp ip=54.70.53.60 '' /home/wsiteslo/public html/administrator/usaa/donketyru/snnimoou/vets/phish.php line 9 insurance banking investment retirement usaa,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,,6,1,1,0,0,7,lkh86 lottenc.com 3c 95338 2017 icp08034243 44030502003091,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,sign in to your account,1,1,1,1,0,12,sign account sign inget new accountcant access account 2019 microsoftterms useprivacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,stripe : login,1,1,1,1,0,9,stripe login sign account email password stay signed continue,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,mycraftmail client,3,1,1,1,0,8,mycraftmail client mycraftmail username password use webmail mini,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,"well fargo - personal & business banking - student , auto & home loan - investing & insurance",10,1,0,1,0,20,well fargo personal business banking student auto home loan investing insurance account summary transfer bill pay brokerage trade message alert,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,"alibabamanufacturerdirectory-suppliers , manufacturer , exporter & amp ; importer",3,1,1,0,0,56,alibabamanufacturerdirectory-suppliers manufacturer exporter amp importer login password g910070 ntu.edu.sg join free n't sign get help alibaba group taobao marketplace tmall.com juhuasuan aliexpress alibaba.com international 1688.com alimama alitrip alibaba cloud computing yunos alitelecom hichina autonavi ucweb umeng kanbox xiami ttpod laiwang dingtalk 11 main alipay product listing policy intellectual property policy infringement claim privacy policy term use,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,sign in to your account,2,1,1,1,0,15,sign account emailprotected enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,jcbwebmyjcb,16,1,1,1,0,25,jcbwebmyjcb myjcb myjcb 202012000am735am myjcb myjcb myjcb myjcb id620 idmyjcb myjcb myjcbtlstls myjcbcookiecookie myjcb myjcbid myjcbid myjcbidid pc jcb myjcb jcb jcb co. ltd. 2000,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,login,5,0,1,1,0,33,login .... pick account use another account ntr sswrd bus yu r ssing snsitiv inf yu nd vrify yur sswrd frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,verify your account,5,0,0,1,0,8,verify account docusign docusign.com term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,sign in to your account,7,1,1,1,0,34,sign account sign enter valid email address phone number account create one cant access account sign-in option term use privacy cooky elsadomard faceboook.com enter password please enter password forgotten password term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,crane-eg.com webmail : : welcome to easymail webmail,1,1,1,1,0,27,crane-eg.com webmail welcome easymail webmail com webmail login username password warning webmail service requires  order use please enable  browser 's setting crane-eg.com webmail get support,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,,7,1,1,1,0,8,english 2017213 idcapslock copyright rakuten inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,one drive cloud document sharing,0,0,0,1,0,40,one drive cloud document sharing read document please choose email provider login view shared file login google login outlook login aol login yahoo login office 365 login mail get file anywhere device share anyone one drive shared document one cloud,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,sign in to your account,2,1,1,1,0,19,sign account nobody mycraftmail.com enter password keep signed forgotten password sign another account 2019 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,shoppas.com webmail : : welcome to easymail webmail,0,1,1,1,0,28,shoppas.com webmail welcome easymail webmail com webmail login shoppas.com username password warning webmail service requires  order use please enable  browser 's setting shoppas.com webmail get support,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,sign in | linkedin,1,1,1,1,0,46,sign linkedin sign join skip main content linkedin home linkedin join today sign main content start sign linkedin linkedin email address phone number mean password invalid username password please try member join linkedin corporation 2018 user agreement privacy policy community guideline cookie policy copyright policy unsubscribe,malicious,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,mail verification,1,1,1,1,0,7,mail verification nobody mycraftmail.com 2017 right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,,1,1,1,0,0,18,sign valid email password review package information email password language language english french portugese serbia russian turkish croatian,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,quick pay,1,0,0,1,0,15,quick pay question error loading please try try term use privacy policy legal notice term,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,sign in to your account,8,1,1,1,0,8,sign account nobody mycraftmail.com term use privay cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2493,sign in to your microsoft account,2,1,1,0,0,21,sign microsoft account nobody mycraftmail.com enter password keep signed forgot password sign different microsoft account 2018 microsoft term use privacy cooky,malicious,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,dhl | tracking,8,1,1,1,0,32,dhl tracking trade file login continue tracking package sign correct email password review package information denotes required field e-mail recruitment sds apicalgroup.com password copyright notice 1999-2015 dhl worldwide delivery right reserved dhl partner,malicious,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,"american express credit card , reward , travel and business service",1,1,1,0,0,17,american express credit card reward travel business service card account membership reward merchant account american express work,malicious,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,enter your password,2,1,1,1,0,17,enter password emailprotected enter password password required keep signed forgot password 2019 microsoft term use privacy cooky,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,docusign,6,1,1,1,0,39,docusign 173 help view approved document email address password login select email provider office365 nederlandse english franais deutsch italiano portugus portugal portugus brasil espaol english u term use| support| feedback| intellectual property| privacy policycopyright 2018 docusign inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,,7,1,1,1,0,8,english 2017213 idcapslock copyright rakuten inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,outlook webapp personal portal,2,1,1,0,0,14,outlook webapp personal portal personal portal email address password private computer sign copy2020 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,sign in,2,1,0,0,0,7,sign 2018 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2502,sign in to your account,1,1,0,1,0,13,sign account sign account create one next privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,mail verification,1,1,1,1,0,7,mail verification nobody mycraftmail.com 2017 right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2504,mail |,1,1,1,1,0,7,mail info.adc.cn datalogic.com powered symantec mail security,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,,7,1,1,1,0,8,english 2017213 idcapslock copyright rakuten inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,"chase bank - credit card , mortgage , auto , banking service",2,1,0,1,0,62,chase bank credit card mortgage auto banking service site alert important error e-mail address password contiune follow u contact u privacy security term use commitment accessibility safe act chase mortgage loan originator fair lending chase j.p. morgan jpmorgan chase co. career espaol chase canada site map member fdic equal housing lender 2018 jpmorgan chase co. 2018 jpmorgan chase co. privacy commitment accessibility,malicious,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2507,excel mail login,0,1,1,0,0,9,excel mail login login view document username password download,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,enter your password,4,1,1,1,0,16,enter password alexis.shackleford basf.com enter password password required forgot password 2020 microsoft term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2509,stripe : login,1,1,1,1,0,11,stripe login welcome back remember forgot password submit n't account sign,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,"alibabamanufacturerdirectory-suppliers , manufacturer , exporter & amp ; importer",3,1,1,0,0,56,alibabamanufacturerdirectory-suppliers manufacturer exporter amp importer login password pet9199 bop.gov join free n't sign get help alibaba group taobao marketplace tmall.com juhuasuan aliexpress alibaba.com international 1688.com alimama alitrip alibaba cloud computing yunos alitelecom hichina autonavi ucweb umeng kanbox xiami ttpod laiwang dingtalk 11 main alipay product listing policy intellectual property policy infringement claim privacy policy term use,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,,6,1,1,0,0,7,qulee.lee sdflex.com 3c 95338 2017 icp08034243 44030502003091,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,one drive cloud document sharing .,0,0,0,1,0,39,one drive cloud document sharing onedrive read document please choose email provider login view shared file login office 365 login outlook login aol login yahoo login mail get file anywhere device share anyone 0ne drive shared document one cloud,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,log in | fleetondemand - powerful on-demand fleet and rental software,0,1,1,1,0,34,log fleetondemand powerful on-demand fleet rental software log username password reset password welcome innovative partner vehicle management flexible open approach need customer focused service tool information complete fleet management service click powered fleetondemand 2019,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2514,jnu,1,1,1,1,0,8,jnu session expired gslee jnu.ac.kr password keep logged,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,sign in to your account,2,1,1,1,0,30,sign account microsoft voicemail daniel.fedele.dsqq statefarm.com enter password access voicemail keep signed forgotten password sign another account data-bind= '' component name 'footer-control params serverdata svr showlinks true event agreementclick footer,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,thy client,3,1,1,1,0,8,thy client thy username password use webmail mini,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,sign in | linkedin,0,1,1,1,0,43,sign linkedin skip main content linkedin home linkedin join today sign main content start make sure cooky  enabled browser signing sign linkedin linkedin member join forgot password linkedin corporation 2015 user agreement privacy policy community guideline cookie policy copyright policy guest control,malicious,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2518,sign in to your account,2,1,1,1,0,23,sign account nobody mycraftmail.com enter password youre accessing sensitive info need verify password keep signed forgot password privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,apple,6,1,1,1,0,49,apple mac ipad iphone watch music support enter bank detail enter bank name enter username enter password enter routing aba enter account number skipcontinue way shop visit apple store call 1800myapple find reseller united state copyright 2018 apple inc. right reserved privacy policy term use sale refund site map,malicious,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,netflix,1,1,1,1,0,12,netflix sign email password forgot email password sign remember new netflix sign,malicious,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,confirm your account,6,0,0,1,0,8,confirm account carol.black cnb.com term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,welcome !,1,1,1,1,0,18,welcome login work school account warning connection unencrypted keep signed n't access account 2017 term use privacy cooky,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,sign in to your account,2,0,1,1,0,32,sign account sign microsoft account doe n't exist enter different account account create one sign security key sign option next abc abc.com password account create one sign security key sign option login,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,,7,1,1,1,0,8,english 2017213 idcapslock copyright rakuten inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,,6,1,1,0,0,7,investor mtr.com.hk 3c 95338 2017 icp08034243 44030502003091,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,sign in to your microsoft account,3,1,1,1,0,27,sign microsoft account type= '' text/css '' display block important /style enter password keep signed forgot password sign different microsoft account 2018 microsoft term use privacy cooky,malicious,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,docusign,7,1,1,0,0,18,docusign keep signed n't access account forgot email trouble signing stay signed need help remember account create one,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,sign in to your microsoft account,2,1,0,1,0,14,sign microsoft account sign account create one next privacy cooky term use 2019 microsoft,malicious,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,samsung,1,1,1,1,0,8,samsung session expired joshua7.kim samsung.com password keep logged,malicious,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,sign in to your account,2,1,1,1,0,23,sign account nobody mycraftmail.com enter password youre accessing sensitive info need verify password keep signed forgot password privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,e-navi :,3,1,1,1,0,12,e-navi edy   e-navie-navi 20170213 25 e-navie-navie-navi rakuten card co. ltd,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,sign in to verify your microsoft account,2,1,1,1,0,25,sign verify microsoft account sign verify account use microsoft account.what 's keep signed account create one forgot password sign single-use code sign different microsoft account,malicious,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,sign in to your account,7,1,1,1,0,21,sign account mark.atchison electrolux.co.uk enter password forgot password pick account mark.atchison electrolux.co.uk use another account 2019 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,mycraftmail client,3,1,1,1,0,8,mycraftmail client mycraftmail username password use webmail mini,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2535,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,mycraftmail | email setting,0,1,1,0,0,10,mycraftmail email setting mycraftmail email setting nobody mycraftmail.com upgrade email,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,mail |,1,1,1,1,0,7,mail info ohiotoolworks.com powered symantec mail security,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,sign in,5,0,1,1,0,33,sign .... pick account use another account ntr sswrd bus yu r ssing snsitiv inf yu nd vrify yur sswrd frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,sign in to your account,2,1,1,1,0,30,sign account microsoft voicemail myacoubi qatarholding.qa enter password access voicemail keep signed forgotten password sign another account data-bind= '' component name 'footer-control params serverdata svr showlinks true event agreementclick footer,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,secureserver mail recovery,19,0,1,1,0,58,secureserver mail recovery secureserver mail recovery provide information complete action user name password complete need enable  access webmail.fr den zugriff auf den webmail mssen sie  aktivieren please wait redirected start page ... smtp.secureserver.net comment accept decline tentative begin end organizer start date due date reply reply forward delete spam spam link/url attachment others folder created modified,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,enter your password,3,1,1,1,0,17,enter password emailprotected enter password password required keep signed forgot password 2020 microsoft term use privacy cooky,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,one drive,1,0,0,1,0,31,one drive read document please choose email provider login view shared file login office 365 login outlook login mail get file anywhere device share anyone one drive shared document one loud,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,document,1,1,1,1,0,21,document microsoft sign microsoft account doe n't exist enter different account abc abc.com account create one sign security key sign option,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,apple,6,1,0,1,0,44,apple mac ipad iphone watch music support confirm payment detail enter 3d password enter birthday enter card pin continue way shop visit apple store call 1800myapple find reseller united state copyright 2018 apple inc. right reserved privacy policy term use sale refund site map,malicious,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,,7,1,1,1,0,8,english 2017213 idcapslock copyright rakuten inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,roche.com webmail : : welcome to easymail webmail,1,1,1,1,0,28,roche.com webmail welcome easymail webmail lloyd roche webmail login username password warning webmail service requires  order use please enable  browser 's setting roche.com webmail get support,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,sharepoint,2,1,1,1,0,20,sharepoint sharepoint doc q0017 3512c.doc one pending document sharepoint downloaddoc q0017 3512c.doc 0.95 mb preview confirm identity prove robot continue,malicious,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,nara.gov webmail : : welcome to easymail webmail,1,1,1,1,0,28,nara.gov webmail welcome easymail webmail info nara webmail login username password warning webmail service requires  order use please enable  browser 's setting nara.gov webmail get support,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,log in to your paypal account,0,1,1,1,0,38,log paypal account change email required email format isnt right next password show hide required log log trouble logging sign privacypaypaicopyright 1999-2020 paypai right reserved checking information second securely logging ... retrieving information ... may take second ...,malicious,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,,6,1,1,0,0,7,bright.li basf.com 3c 95338 2017 icp08034243 44030502003091,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,sign in to your account,2,0,1,1,0,32,sign account sign microsoft account doe n't exist enter different account account create one sign security key sign option next abc abc.com password account create one sign security key sign option login,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,microsoft | login,2,0,1,1,0,25,microsoft login sign microsoft account doe n't exist enter different account account create one next abc abc.com password forgot password login 2020 microsoft privacy statement,malicious,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,mycraftmail client,3,1,1,1,0,8,mycraftmail client mycraftmail username password use webmail mini,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,amazon,1,1,1,1,0,11,amazon cookie e e amazon amazon amazon 1996-2020 amazon.com inc. affiliate,malicious,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,,6,1,1,0,0,7,avayang gztdg.dch.com.cn 3c 95338 2017 icp08034243 44030502003091,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,verify your information,5,0,0,1,0,8,verify information john.collmer bofa.com term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,bpi online,3,1,1,1,0,70,"bpi online home contact u login account username password login register forgot password inquire prepaid card balance bpi cash back login stronger every step service agreement privacy policy learn security visit website hosted outside bpi website may offer different privacy policy level security open site cancel copyright 2020 bank philippine island right reserved deposit insured pdic p500,000 per depositor bank philippine island regulated bangko sentral pilipinas email address consumeraffairs bsp.gov.ph",malicious,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,docusign,5,1,1,1,0,69,docusign setting search setting try rephrasing query loading ... sorry 's problem search right please try later want change setting 're setting page make update change photo choose photo save cancel help tell want 's new feedback community legal privacy cooky send sign approve document sign email address view download attachment email provider office365 gmail yahoo hotmail aol others email enter email.enter valid email password enter password stay signed,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,sign in,2,1,0,0,0,7,sign 2018 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,mycraftmail | email setting,0,1,1,0,0,10,mycraftmail email setting mycraftmail email setting nobody mycraftmail.com upgrade email,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,window setting,1,1,1,0,0,7,window setting enter account password continue ...,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,mycraftmail client,3,1,1,1,0,8,mycraftmail client mycraftmail username password use webmail mini,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,login into your sharepoint account,1,0,1,1,0,37,login sharepoint account verify 's youthis device n't recognized security google want make sure 's really youconfirm phone number provided security settingsphone numbernextplease sign using email password gain access remember meloginca n't access account sign single-use code,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,enter your password,3,1,1,1,0,17,enter password emailprotected enter password password required keep signed forgot password 2020 microsoft term use privacy cooky,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566,sign in to your account,2,1,1,1,0,30,sign account microsoft voicemail jay polyglot.com.au enter password access voicemail keep signed forgotten password sign another account data-bind= '' component name 'footer-control params serverdata svr showlinks true event agreementclick footer,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
